"Country","amount","Total through 2014","Total Grants through 2014","Country","cowcode","grant","recipient","Subgrantee","Prevention","protection","prosecution","research","Regional?","research","Regional?","recipient","Government",367,"name","Total Grants through 2014"
"Africa","$205,000",,,"Africa",,1,"IOM",,1,1,0,1,"SADC Region",0,,"IGO",,,"Africa",
"Africa","$4,750,000",,,"Africa",,1,"ILO/IPEC",,1,1,0,1,"Southern Africa",0,,"IGO",,,"Africa",
"Africa","$159,631",,,"Africa",,1,"IOM",,1,1,0,1,"Africa Regional",0,,"IGO",,,"Africa",
"Africa","$310,000",,,"Africa",,1,"IOM",,1,1,0,1,"West Africa",0,,"IGO",,,"Africa",
"Africa","$60,000",,,"Africa",,1,"IOM",,1,1,0,1,"African Union",0,,"IGO",,,"Africa",
"Africa","$1,200,000",,,"Africa",,1,"Tulane University",,1,0,0,1,"West Africa",0,,"University",,,"Africa",
"Africa","$7,600,000",,,"Africa",,1,"ILO/IPEC",,1,1,0,1,"West Africa",0,,"IGO",,,"Africa",
"Africa","$900,000",,,"Africa",,1,"Heartland Alliance for Human Needs and Human Rights",,0,1,0,0,"Africa Regional",0,,"NPO",,,"Africa",
"Africa","$200,000",,,"Africa",,1,"World Hope International",,1,0,0,0,"Southern Africa",0,,"NPO",,,"Africa",
"Africa","$72,000",,,"Africa",,1,"IOM",,1,1,0,1,"SADC Region",0,,"IGO",,,"Africa",
"Africa","$170,000",,,"Africa",,1,"IOM",,1,1,0,1,"Central Africa",0,,"IGO",,,"Africa",
"Africa","$280,000",,,"Africa",,1,"IOM",,1,1,0,1,"West Africa",0,,"IGO",,,"Africa",
"Africa","Not Listed",,,"Africa",,1,"IOM",,1,1,0,0,"Southern Africa",0,,"IGO",,,"Africa",
"Africa","Not Listed",,,"Africa",,1,"ILO/IPEC",,1,1,0,1,"West Africa",0,,"IGO",,,"Africa",
"Africa","Not Listed",,,"Africa",,1,"ILO/IPEC",,1,1,0,1,,0,,"IGO",,,"Africa",
"Africa","$200,000",,,"Africa",,1,"UNODC",,0,0,1,0,"SADC Region",0,,"IGO",,,"Africa",
"Africa","$550,000",,,"Africa",,1,"UNODC",,0,0,1,0,"SADC Region",0,,"IGO",,,"Africa",
"Africa","$700,000",,,"Africa",,1,"UNODC",,0,1,1,1,"Africa Regional",0,"Europe/Eurasia","IGO",,,"Africa",
"Africa","$500,000",,,"Africa",,1,"Solidarity Center",,1,1,1,0,"Africa Regional",0,,"NPO",,,"Africa",
"Africa","$500,000",,,"Africa",,1,"World Hope International (WHI)",,1,1,0,0,"Africa Regional",0,,"NPO",,,"Africa",
"Africa","$36,000","$32,234,112.00",45,"Africa",,1,"UNODC",,0,0,1,0,"Angola, Malawi, Namibia, Seychelles, South Africa, and Zimbabwe",0,,"IGO",,,"Africa",0
"Albania","$0",,,"Albania",339,,,,,,,,,0,,,,,"Albania",
"Albania","Not Listed",,,"Albania",339,1,"NGOs: Children�s Rights Center of Albania, Useful to Albania Women, Women�s Advocacy Center (Tirana), Council �Social Services Associations� (Durres), Women�s Forum of Elbasan, 
 Women 2000 (Tirana), Counseling Center for Women and Girls (Pogradec), Women in Development (Shkodra)",,1,1,0,0,,0,,"NGO",,,"Albania",
"Albania","Not Listed",,,"Albania",339,1,"Government of Albania",,1,0,1,0,,0,,"Government",,,"Albania",
"Albania","Not Listed",,,"Albania",339,1,"IOM",,0,1,0,0,,0,,"IGO",,,"Albania",
"Albania","Not Listed",,,"Albania",339,1,"OSCE/Save the Children/Hearth",,0,1,0,0,,0,,"IGO",,,"Albania",
"Albania","Not Listed",,,"Albania",339,1,"OSCE/Reflexione",,0,1,0,0,,0,,"IGO",,,"Albania",
"Albania","Not Listed",,,"Albania",339,1,"Hearth",,1,0,0,0,,0,,"NPO",,,"Albania",
"Albania","Not Listed",,,"Albania",339,1,"Counseling Center for Abused Women and Girls in the districts of Berat and Shkodra",,0,1,0,0,,0,,"NPO",,,"Albania",
"Albania","$150,000",,,"Albania",339,1,"DOJ/ICITAP",,0,0,1,0,,0,,"Government",,,"Albania",
"Albania","$50,000",,,"Albania",339,1,"DOJ/OPDAT",,0,0,1,0,,0,,"Government",,,"Albania",
"Albania","$975,000",,,"Albania",339,1,"DOJ/OPDAT & ICITAP",,0,0,1,0,,0,,"Government",,,"Albania",
"Albania","$59,015",,,"Albania",339,1,"NGOs: Women of Korca, Independent Forum for the Albanian Woman, NGO Forum - Diber District, Balkans Youth Link - Albania",,1,1,0,0,,0,,"NGO",,,"Albania",
"Albania","$500,000",,,"Albania",339,1,"Terre des Hommes",,1,1,0,0,,0,,"NPO",,,"Albania",
"Albania","$300,000",,,"Albania",339,1,"Terre des Hommes",,1,1,0,0,,0,,"NPO",,,"Albania",
"Albania","$1,117,000",,,"Albania",339,1,"Creative Associates",,1,1,0,0,,0,,"Private Firm",,,"Albania",
"Albania","$500,000",,,"Albania",339,1,"Chemonics International, Inc",,0,1,1,0,,0,,"Private Firm",,,"Albania",
"Albania","$95,844",,,"Albania",339,1,"Meridian International Center",,1,1,0,0,,0,,"NPO",,,"Albania",
"Albania","$16,022",,,"Albania",339,1,"Council ""Social Services Association""",,1,1,0,0,,0,,"NPO",,,"Albania",
"Albania","$17,100",,,"Albania",339,1,"Vlora Women Health",,1,0,0,0,,0,,"NPO",,,"Albania",
"Albania","$15,550",,,"Albania",339,1,"Helping Women of Puka Association",,1,1,0,0,,0,,"NPO",,,"Albania",
"Albania","$19,972",,,"Albania",339,1,"Women's Advocacy Center",,0,1,1,0,,0,,"NPO",,,"Albania",
"Albania","$13,960",,,"Albania",339,1,"Association of Albanian Women and Girls",,0,1,0,0,,0,,"NPO",,,"Albania",
"Albania","$14,957",,,"Albania",339,1,"Institute for Gender Applied Policies",,1,0,0,0,,0,,"NPO",,,"Albania",
"Albania","$200,000",,,"Albania",339,1,"International Criminal Investigative Training",,0,1,0,0,,0,,"IGO",,,"Albania",
"Albania","$150,000",,,"Albania",339,1,"OPDAT",,0,1,0,0,,0,,"Government",,,"Albania",
"Albania","$550,000",,,"Albania",339,1,"Terre des Hommes",,1,1,0,0,,0,,"NPO",,,"Albania",
"Albania","$1,500,000",,,"Albania",339,1,"Creative Associates",,1,1,0,0,,0,,"Private Firm",,,"Albania",
"Albania","$500,000",,,"Albania",339,1,"Terre des Hommes","Arsis",1,1,0,1,,0,,"NPO",,,"Albania",
"Albania","$1,885,967",,,"Albania",339,1,"Creative Associates","23 subgrantees",1,1,0,1,,0,,"Private Firm",,,"Albania",
"Albania","$1,334,013",,,"Albania",339,1,"Creative Associates",,1,1,0,1,,0,,"Private Firm",,,"Albania",
"Albania","$460,000",,,"Albania",339,1,"Terre des Hommes",,1,1,0,1,,0,,"NPO",,,"Albania",
"Albania","$443,000",,,"Albania",339,1,"Terre des Hommes",,1,1,0,1,,0,,"NPO",,,"Albania",
"Albania","$1,480,000",,,"Albania",339,1,"Creative Associates",,1,1,0,1,,0,,"Private Firm",,,"Albania",
"Albania","$396,989",,,"Albania",339,1,"Terre des Hommes",,1,1,0,1,,,,"NPO",,,"Albania",
"Albania","$765,987",,,"Albania",339,1,"Creative Associates",,1,1,0,1,,0,,"Private Firm",,,"Albania",
"Albania","$16,770",,,"Albania",339,1,"Women in Development Shkoder",,1,0,0,0,,0,"Laos","NPO",,,"Albania",
"Albania","$500,000",,,"Albania",339,1,"Terre des Hommes, Creative Associates",,1,1,0,0,,1,,"NPO",,,"Albania",
"Albania","$450,000",,,"Albania",339,1,"World Vision",,0,1,0,0,,0,,"NPO",,,"Albania",
"Albania","$0",,,"Albania",339,0,,,,,,,,0,,,,,"Albania",
"Albania","$500,000",,,"Albania",339,1,"IOM",,0,1,1,0,,1,"Global","IGO",,,"Albania",
"Albania","$0",,,"Albania",339,0,,,,,,,,1,"Global",,,,"Albania",
"Albania","$450,000","$15,427,146.00",39,"Albania",339,1,"Catholic Relief Services (CRS)",,0,1,1,0,,0,,"NPO",,,"Albania",0
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,1,,,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$62,000",,,"Algeria",615,1,"Comitato Internazionale per Sviluppo dei Popoli",,1,1,1,0,,0,,"NGO",,,"Algeria",
"Algeria","$136,000",,,"Algeria",615,1,"DOJ/OPDAT",,0,0,1,0,,0,,"Government",,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,"Global",,,,"Algeria",
"Algeria","$0",,,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",
"Algeria","$0","$198,000.00",2,"Algeria",615,0,,,,,,,,0,,,,,"Algeria",0
"Angola","$0",,,"Angola",540,0,,,,,,,,0,,,,,"Angola",
"Angola","$0",,,"Angola",540,0,,,,,,,,0,,,,,"Angola",
"Angola","$0",,,"Angola",540,0,,,,,,,,0,,,,,"Angola",
"Angola","$0",,,"Angola",540,0,,,,,,,,1,,,,,"Angola",
"Angola","$12,000",,,"Angola",540,1,"Embassy PAS","Lar Kujole",0,1,0,0,,1,,"Government",,,"Angola",
"Angola","$0",,,"Angola",540,0,,,,,,,,1,,,,,"Angola",
"Angola","$0",,,"Angola",540,0,,,,,,,,0,,,,,"Angola",
"Angola","$290,000",,,"Angola",540,1,"IOM",,0,1,1,0,,0,"East Asia and Pacific Islands Regional","IGO",,,"Angola",
"Angola","$0",,,"Angola",540,0,,,,,,,,0,,,,,"Angola",
"Angola","$0",,,"Angola",540,0,,,,,,,,0,,,,,"Angola",
"Angola","$273,000",,,"Angola",540,1,"IOM",,0,0,1,0,,0,"East Asia and Pacific Islands Regional","IGO",,,"Angola",
"Angola","$0",,,"Angola",540,0,,,,,,,,0,"South Asia Regional",,,,"Angola",
"Angola","$0",,,"Angola",540,0,,,,,,,,0,"Latin America and Caribbean Regional",,,,"Angola",
"Angola","$0","$575,000.00",3,"Angola",540,0,,,,,,,,0,"Central America",,,,"Angola",0
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,1,,,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,"Latin America and Caribbean Regional",,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,,,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,,,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,"South Asia Regional",,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,,,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,,,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,,,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,"South Asian and Gulf Countries",,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,"Global",,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,,,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,,,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0",,,"Antigua&Barbuda",58,0,,,,,,,,0,,,,,"Antigua&Barbuda",
"Antigua&Barbuda","$0","$0.00",0,"Antigua&Barbuda",58,0,,,,,,,,0,,,,,"Antigua&Barbuda",0
"Argentina","$0",,,"Argentina",160,0,,,,,,,,0,,,,,"Argentina",
"Argentina","$0",,,"Argentina",160,0,,,,,,,,0,,,,,"Argentina",
"Argentina","$0",,,"Argentina",160,0,,,,,,,,1,,,,,"Argentina",
"Argentina","$173,656",,,"Argentina",160,1,"IOM",,1,1,1,0,,1,,"IGO",,,"Argentina",
"Argentina","$0",,,"Argentina",160,0,,,,,,,,0,,,,,"Argentina",
"Argentina","$175,000",,,"Argentina",160,1,"IOM",,1,1,0,1,,0,,"IGO",,,"Argentina",
"Argentina","$150,000",,,"Argentina",160,1,"IOM",,1,0,0,0,,0,,"IGO",,,"Argentina",
"Argentina","$0",,,"Argentina",160,0,,,,,,,,"N/A","East Asia and Pacific Islands Regional",,,,"Argentina",
"Argentina","$62,000",,,"Argentina",160,1,"Maria de los Angeles Foundation",,0,0,1,0,,0,,"NPO",,,"Argentina",
"Argentina","$97,000",,,"Argentina",160,1,"UNIDOS",,0,0,1,0,,0,,"IGO",,,"Argentina",
"Argentina","$500,000",,,"Argentina",160,1,"International Association of Women Judges",,0,1,1,0,,0,,"NPO",,,"Argentina",
"Argentina","$71,300",,,"Argentina",160,1,"IOM",,0,1,1,0,,0,,"IGO",,,"Argentina",
"Argentina","$11,200",,,"Argentina",160,1,"Maria de los Angeles Foundation",,0,1,0,0,,0,,"NPO",,,"Argentina",
"Argentina","$70,000",,,"Argentina",160,1,"Humphrey Fellow/IIE",,1,1,1,1,,0,,"Academic Fellowship",,,"Argentina",
"Argentina","$0",,,"Argentina",160,0,,,,,,,,0,,,,,"Argentina",
"Argentina","$0",,,"Argentina",160,0,,,,,,,,0,,,,,"Argentina",
"Argentina","$0",,,"Argentina",160,0,,,,,,,,0,,,,,"Argentina",
"Argentina","$0","$1,310,156.00",9,"Argentina",160,0,,,,,,,,0,,,,,"Argentina",0
"Armenia","$0",,,"Armenia",371,0,,,,,,,,0,,,,,"Armenia",
"Armenia","$0",,,"Armenia",371,0,,,,,,,,0,,,,,"Armenia",
"Armenia","$150,000",,,"Armenia",371,1,"New York University","Cimera",1,0,0,0,,1,,"University",,,"Armenia",
"Armenia","$200,000",,,"Armenia",371,1,"Government of Armenia",,1,1,1,0,,1,,"Government",,,"Armenia",
"Armenia","$17,525",,,"Armenia",371,1,"EGO Young Psychologists NGO",,1,0,0,0,,0,,"NGO",,,"Armenia",
"Armenia","$200,000",,,"Armenia",371,1,"IOM",,1,1,0,0,,0,,"IGO",,,"Armenia",
"Armenia","$200,000",,,"Armenia",371,1,"IO","IOM and/or OSCE",1,1,1,0,,0,,"NPO",,,"Armenia",
"Armenia","$133,985",,,"Armenia",371,1,"Post","UMCOR",0,0,1,0,,0,,"NPO",,,"Armenia",
"Armenia","$0",,,"Armenia",371,0,,,,,,,,0,,,,,"Armenia",
"Armenia","$200,000",,,"Armenia",371,1,"United Methodist Committee on Relief",,1,1,0,0,,0,,"NPO",,,"Armenia",
"Armenia","$235,000",,,"Armenia",371,1,"World Vision",,1,1,0,0,,0,,"NPO",,,"Armenia",
"Armenia","$17,095",,,"Armenia",371,1,"Stepanavan Youth Center",,1,0,0,0,,0,,"NPO",,,"Armenia",
"Armenia","$300,000",,,"Armenia",371,1,"NGOs",,1,1,1,0,,0,,"NGO",,,"Armenia",
"Armenia","$0",,,"Armenia",371,0,,,,,,,,0,,,,,"Armenia",
"Armenia","$0",,,"Armenia",371,0,,,,,,,,0,,,,,"Armenia",
"Armenia","$75,000",,,"Armenia",371,1,"Organization for Security and Cooperation in Europe (OSCE)",,0,0,0,1,,1,,"IGO",,,"Armenia",
"Armenia","$0","$1,728,605.00",11,"Armenia",371,0,,,,,,,,0,,,,,"Armenia",0
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0",,,"Australia",900,0,,,,,,,,0,,,,,"Australia",
"Australia","$0","$0.00",0,"Australia",900,0,,,,,,,,0,,,,,"Australia",0
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,1,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$2,137",,,"Austria",305,1,"Mr. Robert Scaife","IIE - Fulbright US Student",0,0,0,1,,0,,"Academic Fellowship",,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,1,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$0",,,"Austria",305,0,,,,,,,,0,,,,,"Austria",
"Austria","$0","$2,137.00",1,"Austria",305,0,,,,,,,,0,,,,,"Austria",1
"Azerbaijan","$0",,,"Azerbaijan",373,0,,,,,,,,1,,,,,"Azerbaijan",
"Azerbaijan","$0",,,"Azerbaijan",373,0,,,,,,,,0,,,,,"Azerbaijan",
"Azerbaijan","$22,684",,,"Azerbaijan",373,1,"Clean World Social Union for Civil Rights",,1,0,0,0,,0,,"NPO",,,"Azerbaijan",
"Azerbaijan","$14,619",,,"Azerbaijan",373,1,"International Center for Journalists","Baku Press Club",1,0,0,0,,0,,"NPO",,,"Azerbaijan",
"Azerbaijan","$200,000",,,"Azerbaijan",373,1,"Government of Armenia",,1,1,1,0,,0,,"Government",,,"Azerbaijan",
"Azerbaijan","$250,000",,,"Azerbaijan",373,1,"IOM","American Bar Association/Central European and Eurasian Law Initiative (ABA/CEELI), Embassy Resident Legal Advisor",1,1,1,0,,0,,"IGO",,,"Azerbaijan",
"Azerbaijan","$4,956",,,"Azerbaijan",373,1,"Institute of Peace and Democracy",,1,1,0,0,,1,"West Africa","NPO",,,"Azerbaijan",
"Azerbaijan","$250,000",,,"Azerbaijan",373,1,"IOM",,1,1,1,0,,0,,"IGO",,,"Azerbaijan",
"Azerbaijan","$4,956",,,"Azerbaijan",373,1,"NUR Civic Education Center",,1,0,0,0,,0,,"NGO",,,"Azerbaijan",
"Azerbaijan","$5,000",,,"Azerbaijan",373,1,"Internews Azerbaijan Public Association",,1,0,0,0,,0,,"NPO",,,"Azerbaijan",
"Azerbaijan","$225,000",,,"Azerbaijan",373,1,"DOJ/OPDAT",,1,1,1,0,,0,,"Government",,,"Azerbaijan",
"Azerbaijan","$90,000",,,"Azerbaijan",373,1,"DOJ/OPDAT",,1,1,1,0,,0,,"Government",,,"Azerbaijan",
"Azerbaijan","$250,000",,,"Azerbaijan",373,1,"Post and ICITAP",,1,1,1,0,,0,,"NPO",,,"Azerbaijan",
"Azerbaijan","$100,000",,,"Azerbaijan",373,1,"IO","OSCE and CEELI",1,1,1,0,,0,,"IGO",,,"Azerbaijan",
"Azerbaijan","$7,269",,,"Azerbaijan",373,1,"Caspian Partnership for Future Public Union",,1,0,0,0,,0,,"NPO",,,"Azerbaijan",
"Azerbaijan","$83,000",,,"Azerbaijan",373,1,"Azerbaijan Lawyers Foundation (ALF)",,1,0,1,0,,0,,"NPO",,,"Azerbaijan",
"Azerbaijan","$0",,,"Azerbaijan",373,,,,,,,,,0,,,,,"Azerbaijan",
"Azerbaijan","$600,000",,,"Azerbaijan",373,1,"American Bar Association Fund for Justice",,1,1,1,0,,1,"Solomon Islands","NGO",,,"Azerbaijan",
"Azerbaijan","$110,000",,,"Azerbaijan",373,1,"IOM",,0,1,0,0,,1,,"IGO",,,"Azerbaijan",
"Azerbaijan","$0",,,"Azerbaijan",373,0,,,,,,,,0,"East Africa",,,,"Azerbaijan",
"Azerbaijan","$0",,,"Azerbaijan",373,0,,,,,,,,0,,,,,"Azerbaijan",
"Azerbaijan","$0",,,"Azerbaijan",373,0,,,,,,,,0,,,,,"Azerbaijan",
"Azerbaijan","$0","$2,217,484.00",16,"Azerbaijan",373,0,,,,,,,,0,,,,,"Azerbaijan",0
"Bahamas","$0",,,"Bahamas",31,0,,,,,,,,0,,,,,"Bahamas",
"Bahamas","$0",,,"Bahamas",31,0,,,,,,,,0,,,,,"Bahamas",
"Bahamas","$0",,,"Bahamas",31,0,,,,,,,,0,,,,,"Bahamas",
"Bahamas","$0",,,"Bahamas",31,0,,,,,,,,0,,,,,"Bahamas",
"Bahamas","$0",,,"Bahamas",31,0,,,,,,,,0,,,,,"Bahamas",
