"name","fiscal year","cowcode","grant","recipient","subgrantee","prevention","protection","prosecution","research","amount","regional","recipient_type"
"Africa",2002,,1,"IOM, ILO, UNICEF",1,0,0,0,0,"Not Listed",0,
"Africa",2004,,1,"IOM",,1,1,1,0,"$58,880","Africa Regional","IGO"
"Africa",2004,,1,"US Embassies",1,1,1,0,0,"$8,465",0,
"Africa",2004,,1,"IOM",,1,1,1,0,"$147,880","Africa Regional","IGO"
"Africa",2004,,1,"UNODC",,1,1,1,0,"$223,000","Southern Africa","IGO"
"Africa",2004,,1,"IOM",,1,0,0,0,"$455,000","Southern Africa","IGO"
"Africa",2004,,1,"American Bar Association/Africa (ABA/A), Fund for Justice and Education",,1,1,1,0,"$578,051","East Africa","Neither"
"Africa",2004,,1,"Search for Common Ground",1,0,0,0,0,"$398,000",0,
"Africa",2004,,1,"Economic Community of West African States (ECOWAS)",0,0,1,0,0,"$300,000",0,
"Africa",2004,,1,"IOM",,1,1,0,0,"$2,000,000","West and Central Africa","IGO"
"Africa",2004,,1,"Faith Based Initiative on Human Trafficking Consortium",1,1,0,0,0,"$545,816",0,
"Africa",2005,,1,"Faith Consortium",0,1,1,1,1,"$513,899",0,
"Africa",2005,,1,"International Rescue Committee",1,0,0,0,0,"$6,000,000",0,
"Africa",2005,,1,"American Bar Association Africa",0,1,0,1,1,"$596,559",0,
"Africa",2006,,1,"IOM",,1,1,0,1,"$350,000","Southern African Development Community (SADC)","IGO"
"Africa",2006,,1,"Population Media Ceter",1,0,0,0,0,"$296,000",0,
"Africa",2007,,1,"IOM",,1,1,0,1,"$200,000","Africa Regional","IGO"
"Africa",2007,,1,"IOM",,1,1,0,1,"$110,000","SADC Region","IGO"
"Africa",2007,,1,"IOM",,1,1,0,1,"$380,000","Africa Regional","IGO"
"Africa",2007,,1,"IOM",,1,1,0,0,"$300,000","West Africa","IGO"
"Africa",2008,,1,"Human Rights Trust of Southern Africa (SAHRIT)",0,0,1,1,1,"$300,000",0,
"Africa",2008,,1,"IOM",,1,1,0,0,"$79,931","African Union","IGO"
"Africa",2008,,1,"IOM",,1,1,0,1,"$205,000","SADC Region","IGO"
"Africa",2008,,1,"ILO/IPEC",,1,1,0,1,"$4,750,000","Southern Africa","IGO"
"Africa",2008,,1,"IOM",,1,1,0,1,"$159,631","Africa Regional","IGO"
"Africa",2008,,1,"IOM",,1,1,0,1,"$310,000","West Africa","IGO"
"Africa",2009,,1,"IOM",,1,1,0,1,"$60,000","African Union","IGO"
"Africa",2009,,1,"Tulane University",1,0,0,1,1,"$1,200,000",0,
"Africa",2009,,1,"ILO/IPEC",,1,1,0,1,"$7,600,000","West Africa","IGO"
"Africa",2009,,1,"Heartland Alliance for Human Needs and Human Rights",0,1,0,0,0,"$900,000",0,
"Africa",2009,,1,"World Hope International",1,0,0,0,0,"$200,000",0,
"Africa",2009,,1,"IOM",,1,1,0,1,"$72,000","SADC Region","IGO"
"Africa",2009,,1,"IOM",,1,1,0,1,"$170,000","Central Africa","IGO"
"Africa",2009,,1,"IOM",,1,1,0,1,"$280,000","West Africa","IGO"
"Africa",2010,,1,"IOM",,1,1,0,0,"Not Listed","Southern Africa","IGO"
"Africa",2010,,1,"ILO/IPEC",,1,1,0,1,"Not Listed","West Africa","IGO"
"Africa",2010,,1,"ILO/IPEC",,1,1,0,1,"Not Listed",,"IGO"
"Africa",2011,,1,"UNODC",,0,0,1,0,"$200,000","SADC Region","IGO"
"Africa",2012,,1,"UNODC",,0,0,1,0,"$550,000","SADC Region","IGO"
"Africa",2013,,1,"UNODC",,0,1,1,1,"$700,000","Africa Regional","IGO"
"Africa",2013,,1,"Solidarity Center",1,1,1,0,0,"$500,000",0,
"Africa",2013,,1,"World Hope International (WHI)",1,1,0,0,0,"$500,000",0,
"Africa",2014,,1,"UNODC",,0,0,1,0,"$36,000","Angola, Malawi, Namibia, Seychelles, South Africa, and Zimbabwe","IGO"
"Albania",2001,339,,,,,,,,"$0",,
"Albania",2002,339,1,"NGOs: Children�s Rights Center of Albania, Useful to Albania Women, Women�s Advocacy Center (Tirana), Council �Social Services Associations� (Durres), Women�s Forum of Elbasan,",1,1,0,0,0,"Not Listed",0,
"Albania",2002,339,1,"Government of Albania",1,0,1,0,0,"Not Listed",0,
"Albania",2002,339,1,"IOM",,0,1,0,0,"Not Listed",,"IGO"
"Albania",2002,339,1,"OSCE/Save the Children/Hearth",0,1,0,0,0,"Not Listed",0,
"Albania",2002,339,1,"OSCE/Reflexione",0,1,0,0,0,"Not Listed",0,
"Albania",2002,339,1,"Hearth",,1,0,0,0,"Not Listed",,"NPO"
"Albania",2002,339,1,"Counseling Center for Abused Women and Girls in the districts of Berat and Shkodra",0,1,0,0,0,"Not Listed",0,
"Albania",2003,339,1,"DOJ/ICITAP",0,0,1,0,0,"$150,000",0,
"Albania",2003,339,1,"DOJ/OPDAT",0,0,1,0,0,"$50,000",0,
"Albania",2003,339,1,"DOJ/OPDAT & ICITAP",0,0,1,0,0,"$975,000",0,
"Albania",2003,339,1,"NGOs: Women of Korca, Independent Forum for the Albanian Woman, NGO Forum - Diber District, Balkans Youth Link - Albania",1,1,0,0,0,"$59,015",0,
"Albania",2003,339,1,"Terre des Hommes",1,1,0,0,0,"$500,000",0,
"Albania",2003,339,1,"Terre des Hommes",1,1,0,0,0,"$300,000",0,
"Albania",2003,339,1,"Creative Associates",1,1,0,0,0,"$1,117,000",0,
"Albania",2003,339,1,"Chemonics International, Inc",0,1,1,0,0,"$500,000",0,
"Albania",2003,339,1,"Meridian International Center",1,1,0,0,0,"$95,844",0,
"Albania",2004,339,1,"Council ""Social Services Association""",1,1,0,0,0,"$16,022",0,
"Albania",2004,339,1,"Vlora Women Health",1,0,0,0,0,"$17,100",0,
"Albania",2004,339,1,"Helping Women of Puka Association",1,1,0,0,0,"$15,550",0,
"Albania",2004,339,1,"Women's Advocacy Center",0,1,1,0,0,"$19,972",0,
"Albania",2004,339,1,"Association of Albanian Women and Girls",0,1,0,0,0,"$13,960",0,
"Albania",2004,339,1,"Institute for Gender Applied Policies",1,0,0,0,0,"$14,957",0,
"Albania",2004,339,1,"International Criminal Investigative Training",0,1,0,0,0,"$200,000",0,
"Albania",2004,339,1,"OPDAT",,0,1,0,0,"$150,000",,"Neither"
"Albania",2004,339,1,"Terre des Hommes",1,1,0,0,0,"$550,000",0,
"Albania",2004,339,1,"Creative Associates",1,1,0,0,0,"$1,500,000",0,
"Albania",2005,339,1,"Terre des Hommes","Arsis",1,1,0,1,"$500,000",,"NPO"
"Albania",2005,339,1,"Creative Associates","23 subgrantees",1,1,0,1,"$1,885,967",,"Neither"
"Albania",2006,339,1,"Creative Associates",1,1,0,1,1,"$1,334,013",0,
"Albania",2006,339,1,"Terre des Hommes",1,1,0,1,1,"$460,000",0,
"Albania",2007,339,1,"Terre des Hommes",1,1,0,1,1,"$443,000",0,
"Albania",2007,339,1,"Creative Associates",1,1,0,1,1,"$1,480,000",0,
"Albania",2008,339,1,"Terre des Hommes",1,1,0,1,1,"$396,989",,
"Albania",2008,339,1,"Creative Associates",1,1,0,1,1,"$765,987",0,
"Albania",2009,339,1,"Women in Development Shkoder",1,0,0,0,0,"$16,770",0,
"Albania",2009,339,1,"Terre des Hommes, Creative Associates",1,1,0,0,0,"$500,000",1,
"Albania",2010,339,1,"World Vision",0,1,0,0,0,"$450,000",0,
"Albania",2011,339,0,,,,,,,"$0",,
"Albania",2012,339,1,"IOM",,0,1,1,0,"$500,000",,"IGO"
"Albania",2013,339,0,,,,,,,"$0",,
"Albania",2014,339,1,"Catholic Relief Services (CRS)",0,1,1,0,0,"$450,000",0,
"Algeria",2001,615,0,,,,,,,"$0",,
"Algeria",2002,615,0,,,,,,,"$0",,
"Algeria",2003,615,0,,,,,,,"$0",,
"Algeria",2004,615,0,,,,,,,"$0",,
"Algeria",2005,615,0,,,,,,,"$0",,
"Algeria",2006,615,0,,,,,,,"$0",,
"Algeria",2007,615,0,,,,,,,"$0",,
"Algeria",2008,615,0,,,,,,,"$0",,
"Algeria",2009,615,1,"Comitato Internazionale per Sviluppo dei Popoli",1,1,1,0,0,"$62,000",0,
"Algeria",2009,615,1,"DOJ/OPDAT",0,0,1,0,0,"$136,000",0,
"Algeria",2010,615,0,,,,,,,"$0",,
"Algeria",2011,615,0,,,,,,,"$0",,
"Algeria",2012,615,0,,,,,,,"$0",,
"Algeria",2013,615,0,,,,,,,"$0",,
"Algeria",2014,615,0,,,,,,,"$0",,
"Angola",2001,540,0,,,,,,,"$0",,
"Angola",2002,540,0,,,,,,,"$0",,
"Angola",2003,540,0,,,,,,,"$0",,
"Angola",2004,540,0,,,,,,,"$0",,
"Angola",2005,540,1,"Embassy PAS","Lar Kujole",0,1,0,0,"$12,000",,"Neither"
"Angola",2006,540,0,,,,,,,"$0",,
"Angola",2007,540,0,,,,,,,"$0",,
"Angola",2008,540,1,"IOM",,0,1,1,0,"$290,000",,"IGO"
"Angola",2009,540,0,,,,,,,"$0",,
"Angola",2010,540,0,,,,,,,"$0",,
"Angola",2011,540,1,"IOM",,0,0,1,0,"$273,000",,"IGO"
"Angola",2012,540,0,,,,,,,"$0",,
"Angola",2013,540,0,,,,,,,"$0",,
"Angola",2014,540,0,,,,,,,"$0",,
"Antigua&Barbuda",2001,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2002,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2003,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2004,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2005,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2006,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2007,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2008,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2009,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2010,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2011,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2012,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2013,58,0,,,,,,,"$0",,
"Antigua&Barbuda",2014,58,0,,,,,,,"$0",,
"Argentina",2001,160,0,,,,,,,"$0",,
"Argentina",2002,160,0,,,,,,,"$0",,
"Argentina",2003,160,0,,,,,,,"$0",,
"Argentina",2004,160,1,"IOM",,1,1,1,0,"$173,656",,"IGO"
"Argentina",2005,160,0,,,,,,,"$0",,
"Argentina",2006,160,1,"IOM",,1,1,0,1,"$175,000",,"IGO"
"Argentina",2007,160,1,"IOM",,1,0,0,0,"$150,000",,"IGO"
"Argentina",2008,160,0,,,,,,,"$0",,
"Argentina",2009,160,1,"Maria de los Angeles Foundation",0,0,1,0,0,"$62,000",0,
"Argentina",2009,160,1,"UNIDOS",,0,0,1,0,"$97,000",,"IGO"
"Argentina",2010,160,1,"International Association of Women Judges",0,1,1,0,0,"$500,000",0,
"Argentina",2010,160,1,"IOM",,0,1,1,0,"$71,300",,"IGO"
"Argentina",2010,160,1,"Maria de los Angeles Foundation",0,1,0,0,0,"$11,200",0,
"Argentina",2010,160,1,"Humphrey Fellow/IIE",1,1,1,1,1,"$70,000",0,
"Argentina",2011,160,0,,,,,,,"$0",,
"Argentina",2012,160,0,,,,,,,"$0",,
"Argentina",2013,160,0,,,,,,,"$0",,
"Argentina",2014,160,0,,,,,,,"$0",,
"Armenia",2001,371,0,,,,,,,"$0",,
"Armenia",2002,371,0,,,,,,,"$0",,
"Armenia",2003,371,1,"New York University","Cimera",1,0,0,0,"$150,000",,"University"
"Armenia",2004,371,1,"Government of Armenia",1,1,1,0,0,"$200,000",1,
"Armenia",2005,371,1,"EGO Young Psychologists NGO",1,0,0,0,0,"$17,525",0,
"Armenia",2005,371,1,"IOM",,1,1,0,0,"$200,000",,"IGO"
"Armenia",2006,371,1,"IO","IOM and/or OSCE",1,1,1,0,"$200,000",,"NPO"
"Armenia",2007,371,1,"Post","UMCOR",0,0,1,0,"$133,985",,"NPO"
"Armenia",2008,371,0,,,,,,,"$0",,
"Armenia",2009,371,1,"United Methodist Committee on Relief",1,1,0,0,0,"$200,000",0,
"Armenia",2009,371,1,"World Vision",1,1,0,0,0,"$235,000",0,
"Armenia",2010,371,1,"Stepanavan Youth Center",1,0,0,0,0,"$17,095",0,
"Armenia",2010,371,1,"NGOs",,1,1,1,0,"$300,000",,"NGO"
"Armenia",2011,371,0,,,,,,,"$0",,
"Armenia",2012,371,0,,,,,,,"$0",,
"Armenia",2013,371,1,"Organization for Security and Cooperation in Europe (OSCE)",0,0,0,1,1,"$75,000",1,
"Armenia",2014,371,0,,,,,,,"$0",,
"Australia",2001,900,0,,,,,,,"$0",,
"Australia",2002,900,0,,,,,,,"$0",,
"Australia",2003,900,0,,,,,,,"$0",,
"Australia",2004,900,0,,,,,,,"$0",,
"Australia",2005,900,0,,,,,,,"$0",,
"Australia",2006,900,0,,,,,,,"$0",,
"Australia",2007,900,0,,,,,,,"$0",,
"Australia",2008,900,0,,,,,,,"$0",,
"Australia",2009,900,0,,,,,,,"$0",,
"Australia",2010,900,0,,,,,,,"$0",,
"Australia",2011,900,0,,,,,,,"$0",,
"Australia",2012,900,0,,,,,,,"$0",,
"Australia",2013,900,0,,,,,,,"$0",,
"Australia",2014,900,0,,,,,,,"$0",,
"Austria",2001,305,0,,,,,,,"$0",,
"Austria",2002,305,0,,,,,,,"$0",,
"Austria",2003,305,0,,,,,,,"$0",,
"Austria",2004,305,0,,,,,,,"$0",,
"Austria",2005,305,0,,,,,,,"$0",,
"Austria",2006,305,1,"Mr. Robert Scaife","IIE - Fulbright US Student",0,0,0,1,"$2,137",,"Neither"
"Austria",2007,305,0,,,,,,,"$0",,
"Austria",2008,305,0,,,,,,,"$0",,
"Austria",2009,305,0,,,,,,,"$0",,
"Austria",2010,305,0,,,,,,,"$0",,
"Austria",2011,305,0,,,,,,,"$0",,
"Austria",2012,305,0,,,,,,,"$0",,
"Austria",2013,305,0,,,,,,,"$0",,
"Austria",2014,305,0,,,,,,,"$0",,
"Azerbaijan",2001,373,0,,,,,,,"$0",,
"Azerbaijan",2002,373,0,,,,,,,"$0",,
"Azerbaijan",2003,373,1,"Clean World Social Union for Civil Rights",1,0,0,0,0,"$22,684",0,
"Azerbaijan",2003,373,1,"International Center for Journalists","Baku Press Club",1,0,0,0,"$14,619",,"NPO"
"Azerbaijan",2004,373,1,"Government of Armenia",1,1,1,0,0,"$200,000",0,
"Azerbaijan",2004,373,1,"IOM","American Bar Association/Central European and Eurasian Law Initiative (ABA/CEELI), Embassy Resident Legal Advisor",1,1,1,0,"$250,000",,"IGO"
"Azerbaijan",2004,373,1,"Institute of Peace and Democracy",1,1,0,0,0,"$4,956",1,
"Azerbaijan",2004,373,1,"IOM",,1,1,1,0,"$250,000",,"IGO"
"Azerbaijan",2004,373,1,"NUR Civic Education Center",1,0,0,0,0,"$4,956",0,
"Azerbaijan",2004,373,1,"Internews Azerbaijan Public Association",1,0,0,0,0,"$5,000",0,
"Azerbaijan",2005,373,1,"DOJ/OPDAT",1,1,1,0,0,"$225,000",0,
"Azerbaijan",2005,373,1,"DOJ/OPDAT",1,1,1,0,0,"$90,000",0,
"Azerbaijan",2005,373,1,"Post and ICITAP",1,1,1,0,0,"$250,000",0,
"Azerbaijan",2006,373,1,"IO","OSCE and CEELI",1,1,1,0,"$100,000",,"IGO"
"Azerbaijan",2007,373,1,"Caspian Partnership for Future Public Union",1,0,0,0,0,"$7,269",0,
"Azerbaijan",2008,373,1,"Azerbaijan Lawyers Foundation (ALF)",1,0,1,0,0,"$83,000",0,
"Azerbaijan",2009,373,,,,,,,,"$0",,
"Azerbaijan",2010,373,1,"American Bar Association Fund for Justice",1,1,1,0,0,"$600,000",1,
"Azerbaijan",2010,373,1,"IOM",,0,1,0,0,"$110,000",,"IGO"
"Azerbaijan",2011,373,0,,,,,,,"$0",,
"Azerbaijan",2012,373,0,,,,,,,"$0",,
"Azerbaijan",2013,373,0,,,,,,,"$0",,
"Azerbaijan",2014,373,0,,,,,,,"$0",,
"Bahamas",2001,31,0,,,,,,,"$0",,
"Bahamas",2002,31,0,,,,,,,"$0",,
"Bahamas",2003,31,0,,,,,,,"$0",,
"Bahamas",2004,31,0,,,,,,,"$0",,
"Bahamas",2005,31,0,,,,,,,"$0",,
"Bahamas",2006,31,1,"IOM",,0,0,1,0,"$8,714",,"IGO"
"Bahamas",2007,31,0,,,,,,,"$0",,
"Bahamas",2008,31,0,,,,,,,"$0",,
"Bahamas",2009,31,0,,,,,,,"$0",,
"Bahamas",2010,31,0,,,,,,,"$0",,
"Bahamas",2011,31,0,,,,,,,"$0",,
"Bahamas",2012,31,1,"International Organization for Migration (IOM)",0,0,1,0,0,"$410,000",0,
"Bahamas",2013,31,0,,,,,,,"$0",,
"Bahamas",2014,31,0,,,,,,,"$0",,
"Bahrain",2001,692,0,,,,,,,"$0",,
"Bahrain",2002,692,1,"4 IndividualsProject Tit",1,0,0,0,0,"Not Listed",0,
"Bahrain",2003,692,1,"IOM",,1,1,1,0,"$200,000",,"IGO"
"Bahrain",2004,692,0,,,,,,,"$0",,
"Bahrain",2005,692,1,"IOM",,0,1,1,1,"$80,000",,"IGO"
"Bahrain",2006,692,0,,,,,,,"$0",,
"Bahrain",2007,692,0,,,,,,,"$0",,
"Bahrain",2008,692,0,,,,,,,"$0",,
"Bahrain",2009,692,0,,,,,,,"$0",,
"Bahrain",2010,692,1,"Fulbright US Student",1,0,0,1,1,"$9,826",0,
"Bahrain",2011,692,0,,,,,,,"$0",,
"Bahrain",2012,692,0,,,,,,,"$0",,
"Bahrain",2013,692,0,,,,,,,"$0",,
"Bangladesh",2001,771,0,,,,,,,"$0",,
"Bangladesh",2002,771,1,"IOM",,0,0,1,0,"Not Listed",,"IGO"
"Bangladesh",2002,771,1,"IOM",,1,0,0,0,"Not Listed",,"IGO"
"Bangladesh",2002,771,1,"Bangladesh National Women Lawyers' Association (BNWLA); Action Against Trafficking and Child Exploitation",1,1,0,0,0,"Not Listed","Not Listed",
"Bangladesh",2003,771,1,"DOJ/OPDAT",0,1,1,0,0,"$65,676,50",0,
"Bangladesh",2003,771,1,"Action Against Trafficking and Sexual Exploitation of Children, AED, IOM",1,1,1,0,0,"$95,276",0,
"Bangladesh",2004,771,1,"U.S. Department of Justice",1,1,1,0,0,"$150,000",1,
"Bangladesh",2004,771,1,"Academy for Educational Development (AED)",1,0,0,0,0,"$750,000",0,
"Bangladesh",2005,771,1,"IOM","Daywalka Foundation",1,1,1,0,"$149,900",,"IGO"
"Bangladesh",2005,771,1,"IOM",,1,1,1,0,"$140,000",,"IGO"
"Bangladesh",2005,771,1,"AED","IOM",1,1,1,0,"$900,000",,"NPO"
"Bangladesh",2006,771,1,"IOM",,1,1,1,0,"$900,000",,"IGO"
"Bangladesh",2007,771,1,"IOM",,1,1,1,0,"$963,000",,"IGO"
"Bangladesh",2007,771,1,"Fulbright US Student","IIE - Fulbright US Student",1,1,1,1,"$30,300",,"Neither"
"Bangladesh",2007,771,1,"IOM","Daywalka Foundation",1,0,1,0,"$143,400",,"IGO"
"Bangladesh",2008,771,1,"DOJ/OPDAT",0,0,1,0,0,"$250,000",0,
"Bangladesh",2008,771,1,"IOM",,1,1,1,0,"$858,287",,"IGO"
"Bangladesh",2008,771,1,"Winrock International","The Daywalka Foundation, The Maize Association of Bangladesh, Bangladesh National Women Lawyers Association, Association for Community Development, Dhaka Ahsania Mission, and Thengamara Mohila Shobuj Shangha",1,1,1,1,"$869,713",,"NPO"
"Bangladesh",2009,771,1,"Amanda Ferradino","US Fulbright Scholar",0,0,0,1,"$19,800",,"Neither"
"Bangladesh",2009,771,1,"Diya Bose",,0,1,0,0,"$16,000",,"Neither"
"Bangladesh",2009,771,1,"IOM",,1,1,1,0,"$198,000",,"IGO"
"Bangladesh",2009,771,1,"Winrock International","The Daywalka Foundation, The Maize Association of Bangladesh, Bangladesh National Women Lawyers Association, Association for Community Development, Dhaka Ahsania Mission, and Thengamara Mohila",1,1,1,1,"$1,025,000",,"NPO"
"Bangladesh",2010,771,1,"Relief International (RI)",1,1,0,0,0,"$400,000",1,
"Bangladesh",2010,771,1,"Fulbright US Student",1,0,0,1,1,"$15,100",0,
"Bangladesh",2010,771,1,"Winrock International","Right Jessore, Dhaka Ahsania Mission, ACD, RMMRU, BRAC, BIVA, Agrogoti Shangstha, Shishuk, YPSA, CWCS, PROYASH",1,1,1,0,"$1,100,000",,"NPO"
"Bangladesh",2011,771,1,"IOM",,0,1,1,0,"$500,000",,"IGO"
"Bangladesh",2012,771,1,"UNODC",,0,1,1,0,"$500,000",,"IGO"
"Bangladesh",2013,771,1,"Solidarity Center",1,0,1,0,0,"$250,000",0,
"Bangladesh",2013,771,1,"Relief International (RI)",1,1,0,0,0,"$500,000",0,
"Bangladesh",2014,771,1,"American Center for International Labor Solidarity",1,0,1,0,0,"$250,000",0,
"Barbados",2001,53,0,,,,,,,"$0",,
"Barbados",2002,53,0,,,,,,,"$0",,
"Barbados",2003,53,0,,,,,,,"$0",,
"Barbados",2004,53,0,,,,,,,"$0",,
"Barbados",2005,53,0,,,,,,,"$0",,
"Barbados",2006,53,0,,,,,,,"$0",,
"Barbados",2007,53,0,,,,,,,"$0",,
"Barbados",2008,53,0,,,,,,,"$0",,
"Barbados",2009,53,0,,,,,,,"$0",,
"Barbados",2010,53,0,,,,,,,"$0",,
"Barbados",2011,53,0,,,,,,,"$0",,
"Barbados",2012,53,1,"See Bahamas, 2012",,,,,,"$0",0,
"Barbados",2013,53,0,,,,,,,"$0",,
"Barbados",2014,53,0,,,,,,,"$0",,
"Belarus",2001,370,0,,,,,,,"$0",,
"Belarus",2002,370,1,"IOM",,1,0,0,0,"Not Listed",,"IGO"
"Belarus",2002,370,1,"Individual",,1,0,0,0,"Not Listed",,"Neither"
"Belarus",2003,370,1,"IOM",,1,0,0,0,"$230,000",,"IGO"
"Belarus",2003,370,1,"Internews",,1,0,0,0,"$136,929",,"NPO"
"Belarus",2003,370,1,"Winrock International",1,0,0,0,0,"$100,000",0,
"Belarus",2004,370,1,"IOM",,1,0,0,0,"$140,000",,"IGO"
"Belarus",2005,370,1,"IOM",,1,1,0,1,"$85,000",,"IGO"
"Belarus",2005,370,1,"IOM",,1,1,0,0,"$997,270",,"IGO"
"Belarus",2006,370,1,"IOM",,1,1,0,1,"$140,000",,"IGO"
"Belarus",2007,370,1,"IOM",,1,1,0,1,"$99,998",,"IGO"
"Belarus",2007,2007,1,"IOM",,0,1,1,0,"$450,000",,"IGO"
"Belarus",2008,370,1,"IOM","Red Cross and Local NGOs",1,1,0,0,"$406,291",,"IGO"
"Belarus",2009,370,1,"IOM","Red Cross and local NGOs",1,1,0,0,"$637,923",,"IGO"
"Belarus",2010,370,1,"IOM",,1,1,0,0,"$400,000",,"IGO"
"Belarus",2011,370,0,,,,,,,"$0",,
"Belarus",2012,370,0,,,,,,,"$0",,
"Belarus",2013,370,0,,,,,,,"$0",,
"Belarus",2014,370,0,,,,,,,"$0",,
"Belgium",2001,211,0,,,,,,,"$0",,
"Belgium",2002,211,0,,,,,,,"$0",,
"Belgium",2003,211,0,,,,,,,"$0",,
"Belgium",2004,211,0,,,,,,,"$0",,
"Belgium",2005,211,0,,,,,,,"$0",,
"Belgium",2006,211,0,,,,,,,"$0",,
"Belgium",2007,211,0,,,,,,,"$0",,
"Belgium",2008,211,0,,,,,,,"$0",,
"Belgium",2009,211,0,,,,,,,"$0",,
"Belgium",2010,211,0,,,,,,,"$0",,
"Belgium",2011,211,0,,,,,,,"$0",,
"Belgium",2012,211,0,,,,,,,"$0",,
"Belgium",2013,211,0,,,,,,,"$0",,
"Belgium",2014,211,0,,,,,,,"$0",,
"Belize",2001,80,0,,,,,,,"$0",,
"Belize",2002,80,0,,,,,,,"$0",,
"Belize",2003,80,1,"IOM",,0,0,1,0,"$50,000",,"IGO"
"Belize",2003,80,1,"Organization of American States/Inter-American Commission of Women, and IOM",1,1,1,0,0,"$51,850",0,
"Belize",2004,80,0,,,,,,,"$0",,
"Belize",2005,80,0,,,,,,,"$0",,
"Belize",2006,80,0,,,,,,,"$0",,
"Belize",2007,80,1,"Ministry of Human Development (Govt. of Belize)",1,0,1,0,0,"$80,750",0,
"Belize",2008,80,1,"DOJ/OPDAT",0,0,1,0,0,"$61,000",0,
"Belize",2009,80,0,,,,,,,"$0",,
"Belize",2010,80,1,"IOM",,1,1,1,0,"$250,000",,"IGO"
"Belize",2011,80,0,,,,,,,"$0",,
"Belize",2012,80,0,,,,,,,"$0",,
"Belize",2013,80,0,,,,,,,"$0",,
"Belize",2014,80,0,,,,,,,"$0",,
"Benin",2001,434,0,,,,,,,"$0",,
"Benin",2002,434,1,"UNICEF; Ministry of Family and Children (Benin)",1,0,0,0,0,"Not Listed",0,
"Benin",2003,434,1,"UNICEF","Terre des Hommes, Catholic Archdiocese of Cotonou, Government of Benin�s Minor�s Brigade",1,1,1,0,"$346,500",,"IGO"
"Benin",2003,434,1,"UNICEF/Ministry of Family and Children",1,0,0,0,0,"$300,000",0,
"Benin",2004,434,1,"International Criminal Investigative Training Assistance Program (ICITAP)",0,1,1,0,0,"$200,000",0,
"Benin",2004,434,1,"Embassy PAS",1,0,0,0,0,"$200,000",1,
"Benin",2005,434,1,"AF/EX","Community Salesian Sisters",0,1,0,0,"$12,000",,"NPO"
"Benin",2005,434,1,"Catholic Relief Services","Caritas",0,1,1,0,"$159,476",,"NPO"
"Benin",2005,434,1,"World Learning",0,1,1,0,0,"$159,982",1,
